dataset_index,data_uuid,data_name,view_count,download_count,description,update_frequency,data_owner,data_page_url,data_category,asset_type,view_type,size_in_bytes,readable_size,latest_update_time
74,2nwg-uqyg,Emergency Department Visits and Admissions for Influenza-like Illness and/or Pneumonia,3374,846,"Total emergency department visits, and visits and admissions for influenza-like and/or pneumonia illness by modified ZIP code tabulation area of patient residence.",Daily,Department of Health and Mental Hygiene (DOHMH),https://data.cityofnewyork.us/Health/Emergency-Department-Visits-and-Admissions-for-Inf/2nwg-uqyg,Health,dataset,tabular,1098418898.0,1.1 GB,2021-12-16
76,2p64-jbjs,ELA Test Results by Grade - Citywide - All,179,914,"Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8 by year and following categories (all students, ethnicity, econ_status, gender, Ever_ELL, students with disabilities).",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2013-2017-ELA-Test-Results-by-Grade-Citywide-All/2p64-jbjs,Education,dataset,tabular,3140.0,3.14 KB,2017-09-25
77,2pg3-gcaa,Public Design Commission Outdoor Public Art Inventory,366,68,"Inventory of City owned public monument, memorials, artworks and markers installed outside on City-owned property.",One-time,Public Design Commission,https://data.cityofnewyork.us/Housing-Development/Public-Design-Commission-Outdoor-Public-Art-Invent/2pg3-gcaa,Housing & Development,dataset,tabular,565572.0,565.57 KB,2021-07-02
78,2pmj-y4p4,Audited Register Data,636,801,Official audited register by school.,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2015-2016-Audited-Register-Data/2pmj-y4p4,Education,dataset,tabular,1495871.0,1.5 MB,2016-03-08
79,2pmt-skyq,Steam Consumption by ZIP Code,1988,2267,"2010 steam consumption in mlbs and Mg, by ZIP code and building type.",One-time,Mayor's Office of Climate and Sustainability,https://data.cityofnewyork.us/Environment/Steam-Consumption-by-ZIP-Code-2010/2pmt-skyq,Environment,dataset,tabular,7562.0,7.56 KB,2013-06-21
80,2ps2-dsjr,Student Discipline Annual Report - Grade Level,93,42,"Student discipline annual report by grade level aggregated by removals, principal and/or superintendent intervention and expulsions.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Student-Discipline-Annual-Report-Grade-L/2ps2-dsjr,Education,dataset,tabular,267430.0,267.43 KB,2020-11-06
81,2qb3-8eu4,Suspension Report NYPD Contacts - RACE,128,222,Suspensions where NYPD was contacted reported by students race.,Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Suspension-Report-NYPD-Contacts-RACE/2qb3-8eu4,Education,dataset,tabular,115730.0,115.73 KB,2020-11-16
84,2rd2-9uwy,Local Law 50 New York State Food Purchasing FY15,819,970,Local Law 50 of 2011 required MOCS to establish guidelines for City agencies that assist in increasing the purchase of New York State food through food purchase and food-related services contracts. City agencies use the New York State Department of Agriculture and Markets (NYSDAM) list of food items available from New York State sources.,Annually,Mayor's Office of Contract Services (MOCS),https://data.cityofnewyork.us/City-Government/Local-Law-50-New-York-State-Food-Purchasing-FY15/2rd2-9uwy,City Government,dataset,tabular,3372.0,3.37 KB,2015-12-17
88,2sps-j9st,Doing Business Search - People,710,8786,The Doing Business Search provides access to information on entities and individuals that do business with the City of New York.  http://www.nyc.gov/portal/site/DBusinessSite,Monthly,Mayor's Office of Contract Services (MOCS),https://data.cityofnewyork.us/City-Government/Doing-Business-Search-People/2sps-j9st,City Government,dataset,tabular,3470080.0,3.47 MB,2021-10-18
89,2t2c-qih9,Full-Time And Full-Time Equivalent Staffing Levels,2015,975,"This dataset contains estimated fiscal year-end headcount information for full-time and full-time equivalent employees (FTE).  The information is summarized by agency, personnel type and funding.  The amount fields are whole numbers.  The numbers within can be summarized to match pages from the publication “Full-Time and Full-Time Equivalent Staffing Levels”.",Monthly,Mayor's Office of Management and Budget (OMB),https://data.cityofnewyork.us/City-Government/Full-Time-And-Full-Time-Equivalent-Staffing-Levels/2t2c-qih9,City Government,dataset,tabular,2336524.0,2.34 MB,2021-12-08
90,2t32-hbca,Assembly District Breakdowns,1201,2380,Demographic statistics broken down by assembly districts,One-time,Department of Youth and Community Development (DYCD),https://data.cityofnewyork.us/City-Government/Assembly-District-Breakdowns/2t32-hbca,City Government,dataset,tabular,10587.0,10.59 KB,2013-06-26
92,2ujk-6z7u,Late/Missing Disclosure Statements,61,25,List of Late and Missing Disclosure Statements.,Annually,Campaign Finance Board (CFB),https://data.cityofnewyork.us/City-Government/Late-Missing-Disclosure-Statements/2ujk-6z7u,City Government,dataset,tabular,1527.0,1.53 KB,2021-03-04
95,2v2r-tx9r,Borough/Community District Report - MA Enrollees,324,423,"Total MA Enrollees and MA Enrollees who do not receive other Social Service Benefits, by Community District. These statistics are also shown on the Borough Consultation Report.  For CA Population dataset please visit https://data.cityofnewyork.us/d/kjcq-h8d9 For SNAP Population dataset please visit https://data.cityofnewyork.us/d/jye8-w4d7",Monthly,Human Resources Administration (HRA),https://data.cityofnewyork.us/Social-Services/Borough-Community-District-Report-MA-Enrollees/2v2r-tx9r,Social Services,dataset,tabular,26883.0,26.88 KB,2021-10-20
97,2v9c-2k7f,FHV Base Aggregate Report,37496,14133,"Monthly report including total dispatched trips, total dispatched shared trips, and unique dispatched vehicles aggregated by FHV (For-Hire Vehicle) base. These have been tabulated from raw trip record submissions made by bases to the NYC Taxi and Limousine Commission (TLC).   This dataset is typically updated monthly on a two-month lag, as bases have until the conclusion of the following month to submit a month of trip records to the TLC. In example, a base has until Feb 28 to submit complete trip records for January. Therefore, the January base aggregates will appear in March at the earliest. The TLC may elect to defer updates to the FHV Base Aggregate Report if a large number of bases have failed to submit trip records by the due date.  Note: The TLC publishes base trip record data as submitted by the bases, and we cannot guarantee or confirm their accuracy or completeness. Therefore, this may not represent the total amount of trips dispatched by all TLC-licensed bases. The TLC performs routine reviews of the records and takes enforcement actions when necessary to ensure, to the extent possible, complete and accurate information.",Monthly,Taxi and Limousine Commission (TLC),https://data.cityofnewyork.us/Transportation/FHV-Base-Aggregate-Report/2v9c-2k7f,Transportation,dataset,tabular,2364158.0,2.36 MB,2021-12-16
99,2vk5-6yq6,16 Health Education MS Level - School District,121,192,"Local Law 14 (2016) requires that the NYCDOE provide citywide Health Education data, disaggregated by community school district, city council district and each individual school.  This reports provides information about the number and percent of students receiving one semester of health education as defined in local law 14 as reported through 2015-2016 STARS database.   It includes district level data on number of 6-8 graders that received a semester of health instruction as well as number of 8th graders meeting the middle school health requirements for 2015-16 school year.  This regulation does not require students to receive health instruction at any particular grade level in middle school, only prior to completing 8th grade and a student may advance without completing the course.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2015-16-Health-Education-MS-Level-School-District/2vk5-6yq6,Education,dataset,tabular,1684.0,1.68 KB,2019-04-25
101,2vv4-3iny,CLASS SIZE REPORT BOROUGH LEVEL DETAIL,128,218,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2012-2013-CLASS-SIZE-REPORT-BOROUGH-LEVEL-DETAIL/2vv4-3iny,Education,dataset,tabular,28584.0,28.58 KB,2019-04-04
103,2wuc-x56b,Local Law 33 - Security Indicators Report,78,31,Monthly report on DOC security indicators.,Monthly,Department of Correction (DOC),https://data.cityofnewyork.us/Public-Safety/Local-Law-33-Security-Indicators-Report/2wuc-x56b,Public Safety,dataset,tabular,1301.0,1.3 KB,2021-10-22
105,2xab-argn,Payments Received for DCA Fines and Fees,1260,711,Payments received from businesses for DCA fines and fees such as violations and license application fees.,Monthly,Department of Consumer Affairs (DCA),https://data.cityofnewyork.us/Business/Payments-Received-for-DCA-Fines-and-Fees/2xab-argn,Business,dataset,tabular,371599056.0,371.6 MB,2021-12-10
106,2xh6-psuq,Capital Project Schedules and Budgets,3821,2957,"List of capital projects with managing organization, phase status and project costs.",Monthly,School Construction Authority (SCA),https://data.cityofnewyork.us/Housing-Development/Capital-Project-Schedules-and-Budgets/2xh6-psuq,Housing & Development,dataset,tabular,1778356.0,1.78 MB,2021-11-05
107,2xir-kwzz,DOHMH Beach Water Quality Data,2978,2098,"Water quality sample results collected by the Department of Health and Mental Hygiene at all New York City Beaches. These water quality results are used by the Department to determine the status (open, advisory, closed) of Beaches.",Monthly,Department of Health and Mental Hygiene (DOHMH),https://data.cityofnewyork.us/Health/DOHMH-Beach-Water-Quality-Data/2xir-kwzz,Health,dataset,tabular,1799136.0,1.8 MB,2021-10-04
